ID Geography,Geography,Property Value (2013),Property Value (2014),Property Value (2015),Property Value (2016),Property Value (2017),Property Value (2018),Property Value Moe (2013),Property Value Moe (2014),Property Value Moe (2015),Property Value Moe (2016),Property Value Moe (2017),Property Value Moe (2018)
"05000US55089","Ozaukee County, WI",230500,243700,250000,270300,291200,295100,9252,10775,13612,10646,9511,15464
"05000US36067","Onondaga County, NY",132400,135800,139500,139800,146700,148800,4058.0000000000004,2558,3110,2873,3309,3513
"05000US42025","Carbon County, PA",139000,124600,146000,139000,151400,140800,13855.000000000001,14634,9686,12730,11269,13880.000000000001
"05000US06007","Butte County, CA",217600,225400,246700,256500,268900,274200,10164,9034,9668,11171,14193,14223
"05000US36065","Oneida County, NY",113600,116000,117000,125000,124000,135100,5252,5671,3943,4822,4747,6205
"05000US36063","Niagara County, NY",106100,105500,115700,122900,124900,132700,4679,4658,4717,6354,5566,6643
"05000US42027","Centre County, PA",198700,198500,206600,224400,232300,234700,9576,10633,10524,9291,8798,13665.999999999998
"05000US36061","New York County, NY",848600,888500,867600,1003400,976100,1013400,31991,30252.000000000003,35147,44819,35100,57841.00000000001
"05000US06013","Contra Costa County, CA",424100,474000,522500,577000,642300,670000,11512,9578,12823,12968,10632,8126.000000000001
"05000US55087","Outagamie County, WI",155400,156900,157700,162100,168600,176000,4030,3426,4524,4148,3628,7315
"05000US36059","Nassau County, NY",436000,443200,458800,471900,489900,517500,4123,4180,3408.9999999999995,3886.0000000000004,4100,7447
"05000US42029","Chester County, PA",321100,325500,332900,347700,355000,367800,7141,7206,7495.999999999999,7246,6861,6852
"05000US06017","El Dorado County, CA",352900,376800,413100,426800,472100,486600,12804,14113,15832,17953,15104,15104
"05000US36055","Monroe County, NY",139900,137600,143100,143100,147700,151800,2227,1972,2299,2187,2641,3234
"05000US36053","Madison County, NY",135300,119700,134500,142400,145800,133800,10059,7727,13735.999999999998,11312,11516,8158.999999999999
"05000US42033","Clearfield County, PA",84500,87100,91500,94100,96600,99300,3326,4470,5880,6038,4640,7499
"05000US36051","Livingston County, NY",129800,117000,117200,126800,135300,134900,9883,8125,9274,7343,10171,8310
"05000US06019","Fresno County, CA",185200,204700,220100,238100,248700,274400,5954,5079,4800,4477,6620,5812
"05000US55079","Milwaukee County, WI",146700,147200,150400,151700,157000,162600,2375,2669,2739,2471,3193,2251
"05000US36047","Kings County, NY",557000,574800,638500,667000,701800,759400,8173,9859,9179,10084,10709,15462
"05000US42037","Columbia County, PA",129700,141400,151500,145300,151700,159900,8364,9081,7398,9388,7687.999999999999,7104
"05000US06023","Humboldt County, CA",259500,272200,278400,298300,325200,326400,12540,8783,12545,14737.000000000001,15445.999999999998,13665.999999999998
"05000US36045","Jefferson County, NY",143800,147900,155600,149600,148300,145600,11720,9248,6221,8960,10126,9201
"05000US36029","Erie County, NY",127600,131800,139800,146400,153300,160200,3261,2597,2569,2370,2373,2640
"05000US42039","Crawford County, PA",100400,100300,110400,114500,114600,113700,5725,6247,4741,5338,5277,5793
"05000US36027","Dutchess County, NY",274000,270900,268100,279300,279300,291600,5949,7936,7231.999999999999,6241,5522,5807
"05000US06025","Imperial County, CA",148400,156000,169000,170900,200700,214400,9215,7946.999999999999,5118,6871,9841,9504
"05000US55073","Marathon County, WI",141900,145600,151500,146700,148400,164800,4188,4949,4192,3805.0000000000004,4728,4492
"05000US36019","Clinton County, NY",121200,130200,128700,130500,136900,135500,8370,8071.999999999999,8656,7011,6941,9704
"05000US42041","Cumberland County, PA",188400,191300,192700,200200,202300,208200,5673,4369,4849,6323,7211,7475
"05000US06029","Kern County, CA",161000,183100,197100,204200,205700,226400,4533,7201,6541,6222,5314,4799
"05000US36015","Chemung County, NY",96500,111800,98600,111600,112900,105300,5792,8649,5393,5946,8734,9791
"05000US36013","Chautauqua County, NY",85700,83500,86300,87000,87500,86700,3384.0000000000004,2552,3574,3041,4069,3092
"05000US42043","Dauphin County, PA",160300,158100,158500,167500,173600,171000,3358,3281,4058.0000000000004,4889,4056.9999999999995,4474
"05000US36011","Cayuga County, NY",119800,111700,122600,127000,120900,137500,6914,5194,5921,7426.000000000001,6438,6028
"05000US06031","Kings County, CA",169200,169200,183000,190500,224500,231100,10858,10344,10686,12569,6237,10321
"05000US55071","Manitowoc County, WI",126200,124400,128800,129100,123100,129900,6211,6383,5523,6318,5337,9629
"05000US36009","Cattaraugus County, NY",85000,85400,88100,83200,88300,86200,3282,3342,3679,3428,2679,3941.0000000000004
"05000US42045","Delaware County, PA",227600,226800,235500,239500,244900,254000,6548,5787,7160,7130,7721,9396
"05000US06033","Lake County, CA",166400,159300,167600,217400,210500,245700,15405.000000000001,9159,20950,19547,16800,27584
"05000US36007","Broome County, NY",107700,114200,111900,121600,114200,119500,4799,4288,3927,4678,6698,4499
"05000US36005","Bronx County, NY",369400,359100,368500,378000,400300,436100,11292,10964,9954,14033,10062,13932
"05000US42049","Erie County, PA",116100,124400,121800,125700,138700,143700,4737,4643,3899.9999999999995,4767,5759,5463
"05000US36001","Albany County, NY",206800,208200,209300,221500,227000,224300,6740,6283,6729,5181,7061,4403
"05000US06037","Los Angeles County, CA",420200,464400,497200,537900,588700,625200,3238,3012,2638,4937,3462,3463
"05000US55063","La Crosse County, WI",155000,157000,157600,164500,172600,185600,4847,6386,6130,5124,7710.000000000001,9696
"05000US35061","Valencia County, NM",132900,129600,129700,140600,131100,141500,11382,13100,11014,10974,9658,12676
"05000US42051","Fayette County, PA",89100,89200,96300,101700,101000,109100,4742,3513,5225,6110,7931,8409
"05000US06039","Madera County, CA",174700,201100,232800,235400,240800,273500,11846,18658,12859,7240,11751,9850
"05000US35049","Santa Fe County, NM",263900,269300,286200,278000,292600,296100,10323,15184,10420,13753,12127,13141
"05000US35045","San Juan County, NM",130500,151500,147800,153100,156300,149600,6882.999999999999,14692.999999999998,9400,8194,7690.000000000001,10037
"05000US42055","Franklin County, PA",176900,165100,175200,174700,182000,180200,7277,4820,7746,7296.000000000001,6780,10409
"05000US35043","Sandoval County, NM",176700,168300,186200,180200,198800,216800,10509,5366,8240,12554,10600,7191.999999999999
"05000US06041","Marin County, CA",784200,862800,906500,974600,1014000,1071200,29720,27449,21505,21121,43118,36203
"05000US55059","Kenosha County, WI",159800,155600,164600,175100,174500,180000,6612,5628,6054,7687.999999999999,9961,10300
"05000US35035","Otero County, NM",102700,107700,109000,102700,118000,113100,18014,20898,7603.000000000001,17114,13305,8574
"05000US42063","Indiana County, PA",95700,104000,104700,116400,120200,122100,5461,9022,11885,6765.999999999999,7817.000000000001,8243
"05000US06045","Mendocino County, CA",297600,318800,344500,333900,409900,381900,23778,21674,21424,17249,26575,20186
"05000US35031","McKinley County, NM",59600,56100,55000,68500,72300,76500,8762,5085,8984,5420,12391,7062.000000000001
"05000US35025","Lea County, NM",105400,114100,116900,120200,148500,134200,16319,7139.000000000001,9818,10347,16022,17103
"05000US42069","Lackawanna County, PA",146300,145900,145600,152000,153100,147900,8260,8334,8013,4881,6397,6654
"05000US35013","Doña Ana County, NM",134600,135600,146700,141300,145200,144400,8828,12517,8351,9441,7971.999999999999,8354
"05000US06047","Merced County, CA",147200,173000,210100,231300,253700,261100,9268,7059.999999999999,14256,12311,11710,9867
"05000US55055","Jefferson County, WI",162200,180400,174900,181800,191400,198600,4281,6728,6633,5449,7059.999999999999,8187
"05000US35005","Chaves County, NM",105700,108400,100000,103700,120100,118600,10974,7555,7589,16152,12065,11033
"05000US42071","Lancaster County, PA",186500,188100,197400,196400,204200,220500,3336,3806,4029,3393,5106,3965
"05000US06053","Monterey County, CA",363800,391200,429100,481000,517200,563000,12003,13752,17871,16067,24858,19181
"05000US35001","Bernalillo County, NM",185000,184600,189000,194200,198000,208400,3894,4412,3121,5197,4999,4626
"05000US34041","Warren County, NJ",255400,246600,256000,252200,271900,269900,8874,10511,11459,10358,10114,13578
"05000US42073","Lawrence County, PA",93700,99300,97600,107200,115200,110300,5749,5670,8030,7724,6974,6606
"05000US34039","Union County, NJ",346300,339800,342800,357800,369300,375400,10430,6707,7295,6278,8389,8128.999999999999
"05000US06055","Napa County, CA",443000,511800,555900,599300,628500,665100,17904,27022.000000000003,25783,16853,18557,15019
"05000US55039","Fond du Lac County, WI",142600,141600,146700,157700,152100,162700,5967,5943,5225,5317,7014.999999999999,10652
"05000US34037","Sussex County, NJ",267900,265200,267600,265500,268500,269300,7109.999999999999,7007.000000000001,10018,9771,9607,7717.999999999999
"05000US42075","Lebanon County, PA",162300,168100,162700,168500,172900,178000,5763,4105,5301,5396,6199,6703
"05000US06057","Nevada County, CA",337400,347700,383400,381100,437200,456000,18300,17544,21361,15285.999999999998,14874,17671
"05000US34035","Somerset County, NJ",400900,392700,420400,422800,424900,436600,16539,10770,14483.999999999998,14376,15753,14134.000000000001
"05000US34033","Salem County, NJ",184900,180500,191200,183400,192800,178200,8018,10588,9354,9631,18219,12807
"05000US42077","Lehigh County, PA",187200,188600,196800,198800,211300,213400,5546,5483,5564,5386,6588,8160
"05000US34031","Passaic County, NJ",331900,332800,330800,339900,334100,351500,7487,6500,6095,6947,7173,6835.000000000001
"05000US06059","Orange County, CA",539000,591800,625300,654400,679400,709800,7737.999999999999,5613,4828,5030,5443,4597
"05000US55035","Eau Claire County, WI",151600,151200,152100,157900,170400,176800,6120,6769,6994.999999999999,5420,7985,8967
"05000US34029","Ocean County, NJ",257700,258500,270200,272900,279600,285200,4956,6831,4656,5650,5079,5060
"05000US42079","Luzerne County, PA",125100,120300,123100,123400,125700,133600,5259,4654,4083.0000000000004,4283,6300,4695
"05000US06061","Placer County, CA",352500,386200,407400,442300,468400,488400,6814,6912.999999999999,10211,8088,7063,7818
"05000US34027","Morris County, NJ",414000,434700,433400,443100,462400,469900,9967,9020,7534,8311,8065,9469
"05000US34025","Monmouth County, NJ",380600,387900,396000,411300,421700,436200,7171,5793,5661,10111,7278,8677
"05000US42081","Lycoming County, PA",133600,144100,147500,152800,160800,161200,6431,5722,8531,5094,6907,7266
"05000US34023","Middlesex County, NJ",312900,320900,332900,333200,340700,352300,5633,5553,4513,5500,4898,4937
"05000US06065","Riverside County, CA",236400,279500,312700,329600,352700,364900,3871,3361,4096,3536.0000000000004,3476,3173
"05000US55027","Dodge County, WI",150300,152200,154100,160600,164700,173800,6302,5053,5490,4512,5058,9842
"05000US34021","Mercer County, NJ",275200,272000,283600,284600,293800,289700,8534,10205,9008,9297,10580,12538
"05000US42085","Mercer County, PA",105100,109900,117500,116200,123700,132100,5339,6128,6204,6676,6405,6968
"05000US06067","Sacramento County, CA",238000,273800,301200,326800,353400,376800,3585,4640,4541,3665,3797,3792.9999999999995
"05000US34019","Hunterdon County, NJ",380700,378700,404900,409100,405200,423100,12980,9621,16718,15769.999999999998,14732.999999999998,15978.000000000001
"05000US34017","Hudson County, NJ",325900,340900,342800,370200,377800,405200,11216,9633,8441,9802,8660,16713
"05000US42089","Monroe County, PA",176600,167800,166700,164200,164000,173500,9111,5517,4867,6846,4802,7357
"05000US34015","Gloucester County, NJ",207900,209600,211800,218600,222100,221600,5973,5540,4879,5371,5493,5461
"05000US06071","San Bernardino County, CA",230500,261600,281300,302600,326600,353400,4090,4513,4591,5689,4711,4896
"05000US55025","Dane County, WI",228400,233000,240800,255900,263300,275200,4040.9999999999995,4030,3639,5529,5891,5429
"05000US34013","Essex County, NJ",340800,348000,375900,373000,379400,393000,7577,5806,8325,8257,7368.999999999999,7200
"05000US42091","Montgomery County, PA",291700,287900,299700,307500,315900,323400,4068.0000000000004,3951.0000000000004,4650,5660,5231,4671
"05000US06073","San Diego County, CA",411000,457300,485900,527600,563800,606200,5433,4402,4165,7901,6340,5008
"05000US34011","Cumberland County, NJ",158800,166000,157300,165900,162100,166900,6978,4447,6000,5433,5445,7034.999999999999
"05000US34009","Cape May County, NJ",308200,296800,311800,290900,297600,306900,17638,13059,21051,12976,16793,21832
"05000US42095","Northampton County, PA",203000,205700,210600,218000,212000,225000,7149.000000000001,7296.000000000001,5138,5268,5635,6547
"05000US34007","Camden County, NJ",189900,194300,193800,197400,197900,198600,3941.0000000000004,3075,3425.0000000000004,4065,4544,5172
"05000US06075","San Francisco County, CA",778000,846800,941400,1024000,1104100,1195700,18102,15662,16767,24264,24312,21459
"05000US55009","Brown County, WI",159200,157100,159500,166100,173400,180400,4470,3574,3580,4013,5112,6275
"05000US34005","Burlington County, NJ",244500,241000,246300,248600,244400,251400,4647,4762,5013,6807.999999999999,5276,6625
"05000US42097","Northumberland County, PA",108100,107000,116600,118700,115900,119400,9818,6542,9743,9240,10271,8732
"05000US06077","San Joaquin County, CA",208900,250800,278400,316000,349200,366000,8081,7802.000000000001,5774,7560.999999999999,7034,6564
"05000US34003","Bergen County, NJ",435100,434400,451100,462800,470300,476200,6131,5894,7012.000000000001,7023,6172,5540
"05000US34001","Atlantic County, NJ",218600,217000,223400,215100,211600,219300,7597,7752,7907.000000000001,6949.999999999999,7303.999999999999,6839
"05000US42101","Philadelphia County, PA",136800,148700,150700,154000,166200,167700,4267,3777.9999999999995,3375,3156,3549,3790
"05000US33017","Strafford County, NH",217800,204800,215900,206200,246100,249500,9876,12622,11273,13946,9928,12535
"05000US06079","San Luis Obispo County, CA",436000,459900,508200,547200,574400,593100,14632.999999999998,16287.000000000001,23519,22481,17041,17132
"05000US54107","Wood County, WV",105500,105600,110600,121500,130700,128500,9209,7013,10145,9864,9418,10302
"05000US33015","Rockingham County, NH",273800,285000,293100,306000,327500,343700,7051,6123,5946,8552,8918,6967.000000000001
"05000US42107","Schuylkill County, PA",91700,94800,93400,97600,101900,102300,5706,5077,8347,4940,6867.999999999999,6547
"05000US06081","San Mateo County, CA",748300,836300,917600,1002400,1087100,1209000,19398,16872,14632.000000000001,23351,19715,20826
"05000US33013","Merrimack County, NH",217500,224400,220400,231100,231500,239100,7998,6297,6842.999999999999,5946,8049.000000000001,6055
"05000US33011","Hillsborough County, NH",240800,244700,256200,267400,278400,283500,4559,4824,4478,4590,5140,6078
"05000US42111","Somerset County, PA",103900,94400,99800,104200,110000,106500,6944,6468,6837,6894,5762,6802
"05000US33009","Grafton County, NH",205500,214700,213400,224500,217300,233900,12255,13870.000000000001,10830,15794.000000000001,17329,19641
"05000US06083","Santa Barbara County, CA",437300,476400,547600,531200,567600,629400,38706,30325,34367,44383,43640,34071
"05000US54081","Raleigh County, WV",102100,99600,105800,117500,101200,105000,15563,11422,8848,12262,7936,10262
"05000US33005","Cheshire County, NH",184000,181600,194100,186800,200300,192700,9458,8250,12459,8167,10467,12066
"05000US42125","Washington County, PA",145300,152100,165200,167100,171100,165000,8051.999999999999,6439,4562,5425,7702.999999999999,6013
"05000US06085","Santa Clara County, CA",682300,746500,836800,925700,971300,1110600,7115,10217,9585,8922,10458,11879
"05000US32031","Washoe County, NV",201700,233300,268400,299100,331200,363000,7264.000000000001,6311,6624,7768,8222,5882
"05000US32003","Clark County, NV",162300,188700,217300,233700,250000,286600,1990,3097,2603,2791,3521.0000000000004,3169
"05000US42129","Westmoreland County, PA",139800,141000,142100,149700,151200,159600,5221,3691,3618,4076.9999999999995,3934,3265
"05000US31153","Sarpy County, NE",159400,163200,169100,179400,195700,208400,4134,4202,4441,7195,5829,7321.000000000001
"05000US06087","Santa Cruz County, CA",535500,615200,668300,712800,775000,815100,27825,19803,24191,25398,23232,22034
"05000US54061","Monongalia County, WV",164800,154000,188800,191300,216800,199600,9195,9829,11021,15342,10802,14483.999999999998
"05000US31109","Lancaster County, NE",154200,150400,163600,167600,179400,184100,4187,4574,4726,3726,6664,5414
"05000US42133","York County, PA",165300,167000,168800,172000,179900,183000,3205,3014,2854,2842,4796,4456
"05000US06089","Shasta County, CA",209700,226900,238900,237200,248900,265000,9767,8934,9917,6974,8442,9222
"05000US31055","Douglas County, NE",144600,144400,153300,162100,167600,176400,2232,2250,3076,2391,2648,3775
"05000US30111","Yellowstone County, MT",193200,194900,209300,221600,225500,231000,6929,5188,6678,6840.000000000001,7629,6185
"05000US44003","Kent County, RI",195500,205900,218800,220200,231500,247700,5375,8466,6927,7504,5905,6861
"05000US30063","Missoula County, MT",242300,246800,246400,270300,295600,302100,11969,11298,11906,14854,10642,13707
"05000US06095","Solano County, CA",259800,304100,344900,377900,411700,442700,6576,9075,6398,7480,9716,7459
"05000US54039","Kanawha County, WV",107000,103600,110600,119000,111900,119600,8474,7430,6785,7006,5987,7914
"05000US30049","Lewis and Clark County, MT",207200,205900,219500,222100,244200,269500,10484,9103,8586,9145,10246,12357
"05000US44005","Newport County, RI",348800,337200,366700,383400,389600,405900,25726,16207.999999999998,20322,21266,17886,26647
"05000US06097","Sonoma County, CA",406900,469400,512100,565200,628400,655200,12710,9259,16337.999999999998,12151,11445,9788
"05000US30031","Gallatin County, MT",264400,280100,293100,347900,344600,412100,14352,10579,13198,17080,15494,22405
"05000US30029","Flathead County, MT",233800,229600,246600,247800,270500,320400,14665,17288,14497,12331,10434,20583
"05000US44007","Providence County, RI",202400,207200,212000,219500,230700,242900,4796,5275,5432,4448,3924,4601
"05000US30013","Cascade County, MT",160800,160900,168600,169500,174300,189300,5904,6086,5616,7160,7881,8462
"05000US06099","Stanislaus County, CA",175000,216000,243500,274300,288200,318900,6341,7912.000000000001,6775.999999999999,5445,5423,8659
"05000US54033","Harrison County, WV",96700,98600,113200,113300,120400,115900,8679,11038,6784,8782,10815,17506
"05000US29510","St. Louis city, MO",108100,113800,130800,125800,141400,154800,5755,5595,6582,6009,6702,6006
"05000US44009","Washington County, RI",317800,298300,321700,323200,339400,356000,13000,10893,12219,13171,12988,11332
"05000US06101","Sutter County, CA",177800,202000,230200,254200,278300,314500,13500,15194,8898,16234,10130,16403
"05000US29189","St. Louis County, MO",170800,173100,186500,189300,197300,210000,3372.9999999999995,2708,3615,4215,4836,5426
"05000US29187","St. Francois County, MO",89800,121700,118400,113500,124700,126200,8181.000000000001,12867,12660,10156,21641,16083.999999999998
"05000US45003","Aiken County, SC",120300,136500,141400,148100,144600,154000,9142,6509,9850,7368,8266,5960
"05000US29183","St. Charles County, MO",181600,189600,197300,210600,220100,228800,3654,3612.0000000000004,4094,4954,3889,4279
"05000US06107","Tulare County, CA",160400,170300,174300,186600,204300,220700,6584,4346,5766,5135,7515,7387
"05000US54011","Cabell County, WV",100000,113000,118500,126600,139700,120600,9005,8950,8270,9394,11560,11089
"05000US29165","Platte County, MO",188200,202800,197100,224200,219000,235200,7376.000000000001,11869,12818,14250,13236,13180
"05000US45007","Anderson County, SC",130200,125800,136000,132900,142600,146300,7328.999999999999,7642.999999999999,6676,11446,9465,7626
"05000US06111","Ventura County, CA",443700,483100,528700,561400,592500,614400,7665.000000000001,8779,13334,7034,8851,7317
"05000US29099","Jefferson County, MO",147800,145700,155000,156700,162500,168000,4521,4474,4953,3909,3546.0000000000004,4231
"05000US29097","Jasper County, MO",106200,104300,120600,113500,113900,125200,9099,6535,7221,9002,7598.000000000001,7307
"05000US45013","Beaufort County, SC",265600,271100,277800,272400,305300,312200,17198,15388,15948.000000000001,16050,17605,18835
"05000US29095","Jackson County, MO",123100,125200,130800,139100,142300,159100,2824,3818.9999999999995,3565,2769,3585.9999999999995,3078
"05000US06113","Yolo County, CA",331200,349000,366100,408500,430400,461800,13882,13904.999999999998,11044,22795,20155,15195
"05000US54003","Berkeley County, WV",158200,161900,170600,174100,174000,177500,4726,7560,6986,10281,10517,13074
"05000US29077","Greene County, MO",123300,130900,137100,142600,148000,148000,3739.0000000000004,5590,4381,3473,5470,5314
"05000US45015","Berkeley County, SC",152100,155100,164700,174500,184500,195900,7710.000000000001,7322,5878,7266.999999999999,7609,6411
"05000US06115","Yuba County, CA",169800,169700,206800,253800,253000,273600,15857,15161.999999999998,20612,15653,15893.000000000001,16416
"05000US29071","Franklin County, MO",144700,139900,160700,169100,165800,170000,10672,7979.000000000001,7996.999999999999,9305,8874,10403
"05000US29051","Cole County, MO",139800,160800,158500,153600,162600,167300,7567,7996.999999999999,8873,14368.000000000001,9348,8141.000000000001
"05000US45019","Charleston County, SC",232100,249700,278600,286000,330300,339900,9594,13299,11602,14431,13472,12367
"05000US29047","Clay County, MO",149800,153900,159300,166900,176100,186800,4610,5362,4266,5009,6556,7047.000000000001
"05000US08001","Adams County, CO",191900,200600,240300,275100,308400,343400,3620.9999999999995,4828,4247,4286,5373,5290
"05000US53077","Yakima County, WA",159800,156700,163200,166300,177700,186500,7677.999999999999,6006,5272,5788,8756,10195
"05000US29043","Christian County, MO",139400,153400,155200,163800,161800,177500,7985,9606,14103,10393,7946.999999999999,10639
"05000US45031","Darlington County, SC",90200,78000,90800,84900,85500,107400,9658,7961.999999999999,11921,7027.000000000001,7587,12307
"05000US08005","Arapahoe County, CO",236400,257700,290800,319000,366300,392400,4155,5708,4922,6114,4967,5426
"05000US29037","Cass County, MO",157500,163200,164800,168300,172100,192900,9097,8677,5827,10017,6457,9453
"05000US29031","Cape Girardeau County, MO",139200,142500,155100,157800,158300,160600,11672,7750.000000000001,6169,10754,6085,7819
"05000US45035","Dorchester County, SC",171000,163000,176200,180300,203900,219400,7777.000000000001,7779.999999999999,8833,7477,12274,7834.999999999999
"05000US29021","Buchanan County, MO",110700,113000,111600,121000,118200,131200,10878,9321,5936,8140,7054,13051
"05000US08013","Boulder County, CO",349100,383100,416500,467600,504800,554100,10228,12694,13770.000000000001,13346,18905,16232.000000000001
"05000US29019","Boone County, MO",172900,170700,181000,178500,181900,192200,8371,7256,15734.999999999998,11684,11926,8273
"05000US45041","Florence County, SC",126000,128300,128900,129300,129700,141700,8407,8234,8137,7999.000000000001,9042,14054.000000000001
"05000US08014","Broomfield County, CO",,,342800,383600,416600,444600,,,13139,13274,23832,17660
"05000US53073","Whatcom County, WA",278600,273500,293700,313500,355500,362500,9786,9435,9377,14911.999999999998,11656,11624
"05000US28121","Rankin County, MS",151900,155300,155200,158800,160000,169300,8113.999999999999,6732,7859,6662,6339,8433
"05000US28089","Madison County, MS",207200,205600,207300,214000,230500,221100,16480,23325,14766,10903,14762.000000000001,11458
"05000US08031","Denver County, CO",263900,283100,316700,360900,395100,435100,7993,7006,9931,10521,7530.999999999999,9463
"05000US45045","Greenville County, SC",157500,160100,161200,173400,182300,192700,4940,3803.9999999999995,4018,4101,5784,5257
"05000US28081","Lee County, MS",113100,140000,135700,127000,132300,135300,14247,14437,9644,11062,10984,10245
"05000US28075","Lauderdale County, MS",87200,82000,87400,97100,98000,107400,7179.000000000001,8019.000000000001,6346,14998,13045,24330
"05000US45047","Greenwood County, SC",96600,102100,119900,126000,129400,111400,8563,15588,13715.000000000001,10470,13228,11738
"05000US08035","Douglas County, CO",343800,366400,398800,445400,468900,508700,7061,7411.000000000001,8320,7627,6437,13571.000000000001
"05000US53067","Thurston County, WA",237000,244100,244800,261700,283400,314900,7094,6618,6121,6080,6496,9928
"05000US28067","Jones County, MS",76900,84300,92300,93400,86800,113900,9518,10829,15629.000000000001,13490,11276,21976
"05000US28059","Jackson County, MS",117200,119200,123700,121500,148500,134200,6045,6267,8694,6822.999999999999,9222,12003
"05000US08041","El Paso County, CO",210200,224100,232900,249200,272000,289500,5742,3993,4221,4992,5050,4477
"05000US45051","Horry County, SC",151500,157000,170900,175500,176400,187000,4656,4319,4815,5634,5756,7139.000000000001
"05000US28049","Hinds County, MS",94200,107900,118600,105600,126100,126700,5500,6676,5175,8212,6817,7358.999999999999
"05000US45055","Kershaw County, SC",,,,,119300,144000,,,,,13939.999999999998,9332
